Country Name,Country Code,Time,Time Code,Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (constant 2015 US$) [NY.ADJ.NNTY.KD],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Current account balance (% of GDP) [BN.CAB.XOKA.GD.ZS],"Current account balance (BoP, current US$) [BN.CAB.XOKA.CD]",Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Exports of goods and services (annual % growth) [NE.EXP.GNFS.KD.ZG],Exports of goods and services (current US$) [NE.EXP.GNFS.CD],External balance on goods and services (constant LCU) [NE.RSB.GNFS.KN],"Foreign direct investment, net (BoP, current US$) [BN.KLT.DINV.CD]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net inflows (BoP, current US$) [BX.KLT.DINV.CD.WD]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (BoP, current US$) [BM.KLT.DINV.CD.WD]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],GDP (constant LCU) [NY.GDP.MKTP.KN],GDP (current LCU) [NY.GDP.MKTP.CN],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],GDP per capita (constant LCU) [NY.GDP.PCAP.KN],GDP per capita (current LCU) [NY.GDP.PCAP.CN],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]","GDP, PPP (constant 2021 international $) [NY.GDP.MKTP.PP.KD]","GDP, PPP (current international $) [NY.GDP.MKTP.PP.CD]",GDP: linked series (current LCU) [NY.GDP.MKTP.CN.AD],General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],General government final consumption expenditure (annual % growth) [NE.CON.GOVT.KD.ZG],General government final consumption expenditure (current US$) [NE.CON.GOVT.CD],"Goods exports (BoP, current US$) [BX.GSR.MRCH.CD]","Goods imports (BoP, current US$) [BM.GSR.MRCH.CD]","Grants, excluding technical cooperation (BoP, current US$) [BX.GRT.EXTA.CD.WD]",Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS],Gross domestic savings (current LCU) [NY.GDS.TOTL.CN],Gross national expenditure (% of GDP) [NE.DAB.TOTL.ZS],Gross national expenditure deflator (base year varies by country) [NE.DAB.DEFL.ZS],Gross value added at basic prices (GVA) (constant 2015 US$) [NY.GDP.FCST.KD],Households and NPISHs final consumption expenditure (% of GDP) [NE.CON.PRVT.ZS],Households and NPISHs Final consumption expenditure (annual % growth) [NE.CON.PRVT.KD.ZG],Households and NPISHs final consumption expenditure: linked series (current LCU) [NE.CON.PRVT.CN.AD],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],Imports of goods and services (annual % growth) [NE.IMP.GNFS.KD.ZG],Imports of goods and services (current US$) [NE.IMP.GNFS.CD],Multilateral debt service (% of public and publicly guaranteed debt service) [DT.TDS.MLAT.PG.ZS],"Net financial flows, IBRD (NFL, current US$) [DT.NFL.MIBR.CD]","Net financial flows, IDA (NFL, current US$) [DT.NFL.MIDA.CD]","Net financial flows, IMF concessional (NFL, current US$) [DT.NFL.IMFC.CD]","Net financial flows, IMF nonconcessional (NFL, current US$) [DT.NFL.IMFN.CD]","Net financial flows, multilateral (NFL, current US$) [DT.NFL.MLAT.CD]",Net ODA received (% of central government expense) [DT.ODA.ODAT.XP.ZS],Net ODA received (% of GNI) [DT.ODA.ODAT.GN.ZS],Net official aid received (current US$) [DT.ODA.OATL.CD],Net official development assistance and official aid received (constant 2021 US$) [DT.ODA.ALLD.KD],"Net trade in goods (BoP, current US$) [BN.GSR.MRCH.CD]","Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]","Portfolio investment, bonds (PPG + PNG) (NFL, current US$) [DT.NFL.BOND.CD]","Portfolio investment, net (BoP, current US$) [BN.KLT.PTXL.CD]","Service exports (BoP, current US$) [BX.GSR.NFSV.CD]","Service imports (BoP, current US$) [BM.GSR.NFSV.CD]",Taxes less subsidies on products (constant LCU) [NY.TAX.NIND.KN],"Travel services (% of service exports, BoP) [BX.GSR.TRVL.ZS]"
Australia,AUS,2021,YR2021,..,..,1.1741E+12,3.137208512,48838047105,22.05667598,-8.507106224,3.43364E+11,..,-24337208093,2.024681946,31518948093,0.461333268,7181740000,1.52254E+12,2.38107E+12,2.08582E+12,1.55674E+12,2.111168148,59276.50311,92701.10209,81206.48405,60607.77886,1.967399837,58145.55136,58145.55136,1.49349E+12,1.49349E+12,2.08582E+12,22.42271872,6.567264659,3.49062E+11,3.44122E+11,2.58234E+11,..,26.74815972,5.57919E+11,96.18908037,..,1.42286E+12,50.82912156,0.910610574,1.06021E+12,18.24580429,-3.074861975,2.84039E+11,..,..,..,..,..,..,..,..,..,..,85887678263,89608648118,..,85145403286,45035585027,41314615172,1.49898E+11,37.88562928
Australia,AUS,2022,YR2022,..,..,..,0.84532388,14293228534,25.53158803,-0.350521996,4.31703E+11,1.31487E+11,54381972493,4.161495042,70364982117,7.377687126,1.24746E+11,1.58713E+12,2.48208E+12,2.33033E+12,1.69086E+12,4.242385553,61009.80771,95411.77561,89578.42924,64997.01365,2.924100641,59845.7858,65834.78489,1.55685E+12,1.71265E+12,2.33033E+12,22.07842755,6.871561984,3.73315E+11,4.12601E+11,3.0094E+11,..,29.00959478,6.76019E+11,94.75859417,..,1.48153E+12,48.91197766,4.286604019,1.13981E+12,20.2901822,7.332027092,3.43078E+11,..,..,..,..,..,..,..,..,..,..,1.11661E+11,94028162312,..,-80275727948,52086711921,69719820223,1.5881E+11,46.8798099
Australia,AUS,2023,YR2023,..,..,..,0.254737257,4402005809,26.79924113,6.716689905,4.63106E+11,1.12285E+11,-17885795878,1.880806481,32501414007,0.84578318,14615618129,1.64176E+12,2.56751E+12,2.56751E+12,1.72806E+12,3.4419922,61583.91889,96309.61432,96309.61432,64820.91179,0.941014568,60408.94337,70340.21716,1.61044E+12,1.8752E+12,2.56751E+12,21.31385508,1.722589963,3.68316E+11,3.71858E+11,2.88438E+11,..,28.34735403,7.27822E+11,95.62666284,100,1.53584E+12,50.33879088,6.318368999,1.29246E+12,22.42594293,12.1783432,3.87533E+11,..,..,..,..,..,..,..,..,..,..,83419785234,67997427735,..,14817046970,75205829118,90628186616,1.59216E+11,61.1878233
Austria,AUT,2021,YR2021,3.661981271,3.23247E+11,3.87622E+11,1.715899468,8244331337,55.9533597,9.476705012,2.68837E+11,5400146000,10092244104,3.954093238,18998114634,6.054600311,29090358738,4.05818E+11,3.65762E+11,4.06232E+11,4.80467E+11,4.795329106,45313.399,40840.80445,45359.67754,53648.71907,4.339758647,62912.17411,62912.17411,5.63429E+11,5.63429E+11,4.06232E+11,21.73176561,7.5318849,1.04414E+11,1.98435E+11,1.98322E+11,..,28.53656476,1.15925E+11,99.13667893,112.4909396,3.60869E+11,49.67080097,4.216064674,2.01779E+11,55.07890903,14.11538392,2.64636E+11,..,..,..,..,..,..,..,..,..,..,113749355.1,3788251303,..,13995547413,70957127282,67282625334,40548852000,14.62037018
Austria,AUT,2022,YR2022,..,..,..,-0.82908661,-3911411993,61.96267341,9.996523716,2.92324E+11,11946988000,112362400.3,3.031433627,14301504457,3.055250643,14413866857,4.27236E+11,3.85066E+11,4.48007E+11,4.71774E+11,5.277894212,47250.96959,42587.12989,49548.20036,52176.66491,4.275933009,65602.25653,70675.51466,5.93166E+11,6.39037E+11,4.48007E+11,20.55248881,0.036164116,96961222478,2.08927E+11,2.182E+11,..,28.50281539,1.27695E+11,100.7239549,121.5353995,3.82775E+11,51.11657464,5.663351185,2.29006E+11,62.42077807,7.08262488,2.94485E+11,..,..,..,..,..,..,..,..,..,..,-9272137067,-2519474102,..,857332578.9,82876609223,76123932700,40023098000,23.79008842
Austria,AUT,2023,YR2023,..,..,..,1.325563772,6782713687,59.46456662,-0.421756439,3.04271E+11,21110502000,5445120679,0.571627955,2924935669,1.635782369,8370056348,4.23156E+11,3.81389E+11,4.73227E+11,5.11685E+11,-0.954962367,46338.95712,41765.13632,51822.06565,56033.57379,-1.930145503,64336.03753,70296.66076,5.87501E+11,6.41932E+11,4.73227E+11,20.46541252,-0.444811602,1.04718E+11,2.13614E+11,2.09294E+11,..,27.29791263,1.29181E+11,98.11010248,129.764761,3.78255E+11,52.19906878,-0.274001498,2.4702E+11,57.34935279,-4.595640043,2.93448E+11,..,..,..,..,..,..,..,..,..,..,4319404033,10221561709,..,-15321076711,90300147989,84397990313,40419467000,27.32548733
Azerbaijan,AZE,2021,YR2021,..,..,40200481168,14.9620004,8202978327,46.48874717,..,25487647059,..,1784653000,-3.114734473,-1707666000,0.14042211,76987000,54190732986,30725360000,93203200000,54825411765,5.616451029,5345.439864,3030.78691,9193.677098,5408.045352,5.151500069,20111.3757,20111.3757,2.03884E+11,2.03884E+11,93203200000,13.86744232,..,7602882353,21692281000,10418668000,58570000,33.76922681,31474000000,83.30937135,..,49096293146,52.36333087,..,48804300000,29.79811852,..,16336941176,56.21213625,-328720000,-80791000,..,..,-376312000,0.065582424,0.018179328,..,9760000.229,11273613000,9062113327,..,518996000,3801582939,6013082611,2258669900,8.226730944
Azerbaijan,AZE,2022,YR2022,..,..,..,29.79169465,23478081000,59.98684807,..,47274117647,..,4646691000,-5.677737106,-4474481000,0.218519892,172210000,56745718946,32174000000,1.33973E+11,78807470588,4.714802365,5595.255787,3172.428917,13210.01018,7770.594223,4.673439952,21051.26876,22552.11494,2.13497E+11,2.28718E+11,1.33973E+11,11.64214799,..,9174882353,42206696000,13509216000,58790000,44.99513707,60281200000,67.00857712,..,51292990183,43.36271494,..,58094200000,26.99542519,..,21274411765,48.44706595,-133557000,-49266000,..,0,-418342000,0.260138183,0.0641571,..,47479999.54,28697480000,25999657000,300000000,1793085000,5067393000,7765216000,2434868700,16.24630259
Azerbaijan,AZE,2023,YR2023,..,..,..,11.51161989,8329368000,49.04536789,..,35487352941,..,1622389000,0.349432505,252836000,2.591658503,1875225000,57383526259,32535627500,1.23006E+11,72356176471,1.123974327,5651.345639,3204.23105,12114.04459,7125.908584,1.00245376,21262.298,23597.83786,2.15896E+11,2.39611E+11,1.23006E+11,14.01295064,..,10139235294,29202114000,16396551000,..,32.77568889,40315900000,85.52861457,..,51668462585,53.21136047,..,65452900000,34.57398246,..,25016411765,49.6015495,-139875000,-15606000,..,..,-353085000,..,..,..,..,12805563000,10470915000,0,682631000,6285240000,8619888000,2581012400,23.74062088
"Bahamas, The",BHS,2021,YR2021,13.1263172,9195024336,9868277249,-21.40916788,-2433986887,29.49713693,22.29149102,3353500000,-1198020000,-298391476.2,3.369409346,383064779.1,0.744780083,84673302.9,10908986680,11284720000,11368900000,11368900000,15.40314894,27522.02264,28469.95128,28682.327,28682.327,15.25466354,29340.47235,29340.47235,11629771046,11629771046,11368900000,14.78771033,-3.814655777,1681200000,638590377.3,3264220363,..,14.4244386,1639900000,109.9332389,104.6727626,9776873561,70.78785107,22.40464388,8047800000,43.45442391,20.2903186,4940290000,..,..,..,..,..,..,..,..,..,..,-2625629986,-1617321175,..,447114000,2691240181,1682931370,1695900000,86.26903138
"Bahamas, The",BHS,2022,YR2022,..,..,..,-9.38303282,-1232592723,39.42708809,43.10872746,5179300000,228130000,-316430192.4,4.041548296,530913950.4,1.632743811,214483758,12085195064,12501440000,13136400000,13136400000,10.7820132,30400.10028,31447.15725,33044.38821,33044.38821,10.45736236,32408.71186,34719.28477,12883694495,13802235028,13136400000,13.30349259,12.78018663,1747600000,814400357.4,3879249640,..,20.66167291,2714200000,101.1639414,108.7920742,10569819946,66.03483451,2.383595828,8674600000,43.74706921,-2.198909408,5746790000,..,..,..,..,..,..,..,..,..,..,-3064849283,-417261475.7,..,-99839000,4611012020,1963424213,1606200000,91.55947927
"Bahamas, The",BHS,2023,YR2023,..,..,..,-7.494376622,-1074581192,39.74613802,4.513924228,5699000000,-21620000,-97100072.13,2.248885553,322456455.1,1.571687296,225356382.9,12404130127,12831360000,14338500000,14338500000,2.639055981,31053.80064,32123.37272,35896.50511,35896.50511,2.150323043,33105.60386,36742.06204,13223702405,14676249263,14338500000,12.95811975,4.496038994,1858000000,861501553.9,4074795545,..,19.5850333,2808200000,101.1019284,111.2696553,10865691142,67.45684695,7.978730271,9672300000,42.95874743,10.71542699,6159640000,..,..,..,..,..,..,..,..,..,..,-3213293991,-267677227,..,330201512.1,5143645365,2198028602,1396300000,92.43965161
Bahrain,BHR,2021,YR2021,..,..,..,6.372135307,2602393617,86.27421867,29.47372966,35234574468,3667460000,-1714893617,4.356625979,1779255319,0.157593944,64361702.13,36235315986,13376350000,15355920000,40840212766,4.350040917,24086.78478,8891.691843,10207.57595,27147.80839,2.119198225,54954.67579,54954.67579,82671890844,82671890844,15355920000,15.20833659,7.042115621,6211117021,22369414894,17464361702,..,46.84147873,7192940000,81.25087914,128.5089675,35155747207,37.95018468,5.824522548,5827600000,67.52509781,15.18502713,27577393617,..,..,..,..,..,..,..,..,..,..,4905053191,7657180851,..,1130319149,13283510638,10531382979,395190000,32.94758339
Bahrain,BHR,2022,YR2022,..,..,..,14.64975447,6838563830,95.50457132,9.161766043,44581914894,3743630000,-3457446.809,4.180190897,1951329787,4.172784262,1947872340,38402659964,14176430000,17551830000,46680398936,5.981302822,25187.14257,9297.891444,11511.71416,30616.26107,4.568304976,57465.17298,61562.14148,87616746984,93863366185,17551830000,13.62706909,2.146751061,6361170213,30193882979,21949202128,..,49.61220568,8707850000,75.33653186,126.743923,36744228621,36.76072523,6.915027459,6452180000,70.8410462,11.88878417,33068882979,..,..,..,..,..,..,..,..,..,..,8244680851,11513031915,..,-501063829.8,14385638298,11117287234,608750000,28.23257534
Bahrain,BHR,2023,YR2023,..,..,..,5.858237577,2699468085,87.56420253,-9.059984519,40349468085,2162540000,-5726595745,14.8429848,6839627660,2.415440814,1113031915,39547363674,14599000000,17326030000,46079867021,2.980792767,25076.6545,9257.104522,10986.29157,29218.86056,-0.438668518,57213.09136,63497.61694,90228420640,1.00139E+11,17326030000,14.64934552,7.341392433,6750398936,24813563830,20310904255,..,46.28948467,8020130000,82.70348141,115.2195239,37845121475,39.06116981,4.933906387,6767750000,70.26768394,2.589269969,32379255319,..,..,..,..,..,..,..,..,..,..,4502659574,7970212766,..,-796808510.6,15530319149,12062765957,624810000,29.81299449
Bangladesh,BGD,2021,YR2021,7.400798063,2.9706E+11,4.30455E+11,-3.789692599,-15775415833,10.6627789,9.191456118,44386125442,-1.81329E+12,-1640672069,0.414118154,1723856464,0.0199832,83184395.32,2.85369E+11,2.83394E+13,3.53018E+13,4.16272E+11,6.938679124,1702.080284,169030.405,210557.6124,2482.849178,6.07069417,7441.06914,7441.06914,1.24756E+12,1.24756E+12,3.53018E+13,5.882748688,6.877224787,24488214905,41815967657,74432695834,1612040000,25.3418178,8.94613E+12,105.6769209,125.6794154,2.73428E+11,68.77543351,8.015464419,2.4279E+13,17.0612258,15.26594174,71021045805,54.45691679,..,782749000,..,-182333021.3,2952546000,14.68655072,1.161414187,..,5089109863,-32616728177,-36008206263,-83852000,313402814.4,7474532386,10866010473,1.0818E+12,3.652134328
Bangladesh,BGD,2022,YR2022,..,..,..,-3.137720275,-14437645295,12.88222643,29.3925551,59275206064,-2.43283E+12,-1603289893,0.355308724,1634888030,0.006867194,31598137.87,3.0563E+11,3.03515E+13,3.97172E+13,4.60132E+11,7.099828776,1804.349346,179186.554,234478.78,2716.485927,6.008474629,7888.163891,8450.549025,1.33614E+12,1.4314E+12,3.97172E+13,5.698999556,6.241515199,26222902908,51832405871,81445097325,1257650000,25.22439417,1.00184E+13,106.8228814,131.4984585,2.93022E+11,69.07660628,7.476516769,2.74353E+13,20.89774084,31.18308636,96157127851,55.09202479,..,1277834000,..,-159051376.1,2935786000,..,1.085538931,..,5743330078,-29612691454,-33568494214,-409047000,323222901.9,8234092677,12189895437,1.14056E+12,5.108233714
Bangladesh,BGD,2023,YR2023,..,..,..,1.0030677,4387571900,13.15716383,8.032613221,57551451741,-1.49884E+12,-1387217991,0.316668222,1385155352,-0.000471552,-2062639.476,3.2328E+11,3.21043E+13,4.49084E+13,4.37415E+11,5.77511237,1885.377336,187233.292,261907.0703,2551.017727,4.490704094,8242.39799,9147.777507,1.4133E+12,1.56854E+12,4.49084E+13,5.665169627,8.535459733,24780320479,52506389572,62158521294,..,25.75951408,1.15682E+13,105.191686,142.9521002,3.11322E+11,68.57531629,1.984966302,3.07961E+13,17.82580758,-9.773652771,77972815221,51.37691403,..,1412170000,222345957.8,699568659.8,3700687000,..,..,..,..,-9652131723,-14287605601,-314510000,323196239.4,6378268961,11013742839,1.06914E+12,7.113293144
Barbados,BRB,2021,YR2021,..,..,4164575079,..,..,..,..,..,..,..,0.334854777,17664400,0.334854777,17664400,4542503210,8997149800,10550484100,5275242050,-0.25496588,16099.77497,31888.16397,37393.57179,18696.7859,-0.413697039,15683.88471,15683.88471,4425161020,4425161020,10550484100,..,..,..,..,..,..,..,..,..,..,4116564367,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,944457500,..
Barbados,BRB,2022,YR2022,..,..,..,..,..,..,..,..,..,..,0.239719873,15000000,0.239719873,15000000,5352561585,10601599200,12514607000,6257303500,17.83286303,18959.33516,37551.97756,44328.05205,22164.02603,17.76149167,18469.57659,19786.36152,5214293923,5586046010,12514607000,..,..,..,..,..,..,..,..,..,..,4786252844,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1238883500,..
Barbados,BRB,2023,YR2023,..,..,..,..,..,..,..,..,..,..,0.119034632,8000000,0.119034632,8000000,5571685827,11035609600,13441466400,6720733200,4.09382011,19734.23803,39086.79587,47608.04998,23804.02499,4.08718373,19224.46212,21336.15756,5427757737,6023965380,13441466400,..,..,..,..,..,..,..,..,..,..,4985269626,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1283583800,..
Belarus,BLR,2021,YR2021,3.15488078,49649987709,54066826263,3.067248492,2137066958,70.83203772,10.05103247,49351334850,5335800000,-1309906223,1.766406879,1230721862,-0.113650212,-79184361.45,60073714184,1.2626E+11,1.76879E+11,69673747132,2.438862124,6457.744184,13572.59299,19013.96225,7489.718947,3.290817516,27611.18011,27611.18011,2.56855E+11,2.56855E+11,1.76879E+11,16.81601547,-0.711550717,11716348095,39122300000,39789100000,63740000,32.31248481,57154000000,92.0680239,133.0589614,51988697360,50.87149973,4.760854088,89981000000,65.18241284,5.744984784,45415029494,20.54760889,67558000,..,..,..,133769000,0.719361212,0.208162189,..,139710006.7,-666800000,3950314057,..,87190338.71,10313077360,5695963303,17917400000,4.140087207
Belarus,BLR,2022,YR2022,..,..,..,3.561776639,2627707124,63.05118689,-21.04973071,46516126576,1695100000,-1426218876,2.177450119,1606417743,0.244254054,180198867.6,57275242736,1.20379E+11,1.93741E+11,73775179925,-4.658395916,6206.632213,13044.81728,20994.74527,7994.648061,-3.888540083,26537.50831,28429.49488,2.4489E+11,2.62349E+11,1.93741E+11,17.22887773,-0.199983025,12710635543,37644100000,37259000000,78440000,29.34025322,56844100000,92.25765326,152.5716568,49467285037,53.43086905,-0.260442095,1.03518E+11,56.97302068,-18.15044119,42031948517,9.587894976,8939000,..,..,0,-12148000,0.078204771,0.023076399,..,11680000.31,385100000,4686035288,-148937000,523959908.1,9479503662,5178568374,17324000000,..
Belarus,BLR,2023,YR2023,..,..,..,-1.543536999,-1109145289,66.81901876,18.69784738,48014398058,-744000000,-1927205028,2.772307663,1992107728,0.090321547,64902700,59501097357,1.25057E+11,2.161E+11,71857382746,3.886242145,6482.802951,13625.26037,23544.70295,7829.053137,4.449606935,27718.32312,30763.01982,2.54407E+11,2.82352E+11,2.161E+11,18.0560138,0.125970692,12974578948,39037500000,41565200000,..,27.20042499,58780200000,96.89010149,165.4827005,51239242634,54.74356121,8.442231915,1.18301E+11,66.17977856,22.57566612,47555056778,10.61941796,0,..,..,..,-134141000,..,..,..,..,-2527700000,249426569.1,-681267000,-359093354.8,8676300257,5899173688,18435800000,..
Belgium,BEL,2021,YR2021,5.937338344,4.021E+11,4.83643E+11,1.865560316,11165267240,89.62960592,14.65180696,5.36428E+11,10355721000,23371946828,5.90607721,35347519889,9.81120331,58719466717,4.99596E+11,4.50284E+11,5.06023E+11,5.98494E+11,6.202554016,43119.89433,38863.80654,43674.66627,51655.78833,5.766320572,60611.52714,60611.52714,7.02257E+11,7.02257E+11,5.06023E+11,23.84076461,5.175633113,1.42686E+11,4.00088E+11,3.87166E+11,..,26.31138256,1.33142E+11,98.13109359,112.8324196,4.4778E+11,48.97562009,6.294340124,2.47828E+11,87.76069951,12.8314437,5.25243E+11,..,..,..,..,..,..,..,..,..,..,12918983021,11377868174,..,7412262446,1.35902E+11,1.37446E+11,46724764000,5.482079058
Belgium,BEL,2022,YR2022,..,..,..,-1.184761817,-7030836553,95.26780182,5.782842191,5.65356E+11,10724366000,23329464558,2.001057025,11875049209,5.932290331,35204513767,5.20746E+11,4.69346E+11,5.63544E+11,5.93439E+11,4.233431834,44583.57677,40183.01828,48247.72842,50807.20471,3.394448109,62668.95397,68080.35189,7.31987E+11,7.95193E+11,5.63544E+11,23.49303585,4.478361709,1.39417E+11,4.26187E+11,4.26952E+11,..,25.476059,1.43569E+11,101.4606856,124.6423503,4.67999E+11,49.84024306,3.20478765,2.80872E+11,96.72848738,5.840665342,5.74024E+11,..,..,..,..,..,..,..,..,..,..,-764974659.2,-7959654595,..,-666700888.9,1.39046E+11,1.4624E+11,47591579000,6.032772402
Belgium,BEL,2023,YR2023,..,..,..,-0.698394106,-4503124767,84.1639883,-7.132884782,5.42675E+11,8606894000,-10576848063,-0.430551199,-2776119887,-2.0709251,-13352967950,5.27264E+11,4.75221E+11,5.96321E+11,6.44783E+11,1.251700632,44731.0421,40315.92826,50589.56483,54700.90932,0.330761545,62876.23877,68894.3912,7.41149E+11,8.12087E+11,5.96321E+11,23.77194415,1.57454936,1.53277E+11,3.89937E+11,3.86913E+11,..,24.73010324,1.47471E+11,100.5996271,128.9214082,4.73278E+11,50.35888413,1.429501474,3.003E+11,84.76361541,-6.811911133,5.46541E+11,..,..,..,..,..,..,..,..,..,..,3023506866,-3916912630,..,-20605724319,1.52571E+11,1.59511E+11,48728088000,5.83883857
Belize,BLZ,2021,YR2021,13.4239852,1826062045,1929542246,-6.52200389,-157868365.2,47.73708455,35.85017836,1155500000,-233000000,-123958318.8,5.184585867,125495493.2,0.063505168,1537174.347,2302615267,4619300000,4841100000,2420550000,17.74617012,5824.303943,11684.19562,12245.22317,6122.611586,16.39580579,11677.46101,11677.46101,4616637500,4616637500,4841100000,16.6904216,16.5615142,404000000,422123245.5,956086049.8,57610000,20.43130693,989100000,101.4232303,103.3901874,2007869236,62.87827147,15.46982429,3044000000,51.57918655,32.17847769,1248500000,7.561813512,9569000,..,..,..,56621000,..,3.297589878,..,77250000,-533962804.3,-206457407,-552901000,564900587.5,620868925.3,293363528,569200000,60.25688524
Belize,BLZ,2022,YR2022,..,..,..,-8.275039039,-235565536.3,53.27220993,14.3107221,1516500000,-165000000,-139707558.8,4.949870644,140907967.6,0.042168433,1200408.79,2524886205,5065200000,5693400000,2846700000,9.652977724,6269.379974,12577.06719,14136.90957,7068.454783,7.64170339,12569.81794,13465.98071,5062280490,5423194808,5693400000,15.80777743,6.630581867,450000000,517740572.9,1223635879,16750000,20.20585239,1150400000,102.2763199,111.3597246,2155505951,63.98637018,9.857757195,3643000000,55.2569642,10.28594122,1573000000,72.06777968,-1481000,..,..,0,23211000,..,0.751262259,..,20790000.92,-705895306.5,-204514136.1,..,593.1129064,851316441.2,349935270.9,717200000,70.53982049
Belize,BLZ,2023,YR2023,..,..,..,-0.644082652,-19753048.83,55.29208471,10.88480858,1695725300,186413400,-13782458.67,0.52293169,16037530.53,0.073530556,2255071.86,2553897572,5123400000,6133700000,3066850000,1.149016821,6212.260518,12462.47926,14919.9963,7459.998151,-0.911086213,12455.29607,13823.43795,5120446944,5682898282,6133700000,15.74601627,2.915786802,482906700,488061500.4,1265415550,..,21.40213574,1312742800,96.87263316,114.4330891,2187779793,62.85184636,1.976085516,3855143700,51.239671,-2.41635578,1571443850,66.19412598,505000,..,..,..,7990000,..,..,..,..,-777354049.5,-37145635.63,-5767000,593.3529162,1048000701,307792287.3,710400000,69.69806612
Benin,BEN,2021,YR2021,8.039651923,14122966493,15737769728,-4.15294312,-734659106.6,20.91880618,12.55059623,3700554284,-6.40115E+11,-303083098.3,1.955814597,345985235.7,0.24252083,42902137.42,15779238958,9.32887E+12,9.80969E+12,17690083520,7.155451646,1176.377276,695488.0071,731334.4508,1318.834978,4.413354351,3464.288629,3464.288629,46467947985,46467947985,9.80969E+12,10.07596453,8.517250477,1782446542,3642106898,3994489087,587700000,22.63336984,2.22026E+12,106.2172485,104.5200271,14331604054,67.29066563,4.8,6.60101E+12,27.13605466,16.79296884,4800390733,14.75340662,..,120642000,-13603178.5,0,186934000,..,4.856819808,..,849979980.5,-352382188.6,-771728221.1,1391507000,15860811.94,511584205.2,930930237.7,8.55859E+11,47.64880057
Benin,BEN,2022,YR2022,..,..,..,-6.009070836,-1045683262,21.65320955,19.08154578,3768036594,-7.48034E+11,-329419204.1,2.160638913,375988902.2,0.267615085,46569698.1,16765953415,9.91223E+12,1.08545E+13,17401746309,6.253244914,1218.500105,720391.5162,788873.6716,1264.70766,3.580724449,3588.335259,3844.164934,49373702579,52893791251,1.08545E+13,10.05783925,3.479938788,1750239671,3719074098,4355758555,510490000,28.89869338,3.13681E+12,107.627101,109.5882266,15190705560,61.04346737,4.951211465,6.62597E+12,29.28031052,18.53159795,5095285355,38.21601917,..,242360000,87391939.5,193243741.8,338793000,..,4.902882034,..,873530029.3,-636684456.7,-1024472574,0,94976091.2,552140571.6,939928688.5,9.31305E+11,43.57527485
Benin,BEN,2023,YR2023,..,..,..,..,..,21.19345399,6.224402492,4170034408,-8.70494E+11,..,0.248809707,48955920,0.248809707,48955920,17831064527,1.05419E+13,1.19349E+13,19676049076,6.352821609,1263.625651,747070.2668,845784.6655,1394.373302,3.70336825,3721.224527,4129.979415,52510325825,58278279943,1.19349E+13,9.504197323,5.638737907,1870050530,..,..,..,31.50750787,3.76039E+12,108.963557,113.3787996,16146655963,58.98829481,4.032877845,7.04019E+12,30.15701102,8.699965084,5933708288,37.75362695,..,376957000,53614097.9,135539385.1,423543000,..,..,..,..,..,..,0,..,..,..,9.95842E+11,..
Bermuda,BMU,2021,YR2021,..,..,..,13.20584189,962257799.4,48.68356424,4.224925036,3547380000,1521000000,-76457682.88,0.681739689,49675691.88,-0.367550919,-26781991,6718028462,6334606000,7286607000,7286607000,5.41909484,103917.0347,97986.10939,112712.0251,112712.0251,4.98533851,92276.2346,92276.2346,5965474015,5965474015,7286607000,12.33147335,0.671055964,898546000,9149997,1085104950,..,40.61782116,2959661000,72.2911775,112.8080951,6438081017,47.05070549,3.465602092,3428400000,23.51910841,8.643084151,1713745000,..,..,..,..,..,..,..,..,..,..,-1075954953,-789315041.1,..,-972037266,1126422597,839782685.6,295095000,12.68228339
